"polygon","name","type"
2409328896,"Florida - Okaloosa County","county"
1991463040,"Florida - Okeechobee County","county"
2339869952,"Florida - Orange County","county"
3438085888,"Florida - Osceola County","county"
5101663232,"Florida - Palm Beach County","county"
1934425984,"Florida - Pasco County","county"
709135872,"Florida - Pinellas County","county"
4656375808,"Florida - Polk County","county"
1884532992,"Florida - Putnam County","county"
2620044032,"Florida - Santa Rosa County","county"
1439691008,"Florida - Sarasota County","county"
800879424,"Florida - Seminole County","county"
1555689984,"Florida - St. Johns County","county"
1481281024,"Florida - St. Lucie County","county"
1416548992,"Florida - Sumter County","county"
1783341056,"Florida - Suwannee County","county"
2702148096,"Florida - Taylor County","county"
630806272,"Florida - Union County","county"
2851659008,"Florida - Volusia County","county"
1570616960,"Florida - Wakulla County","county"
2687436032,"Florida - Walton County","county"
1509453056,"Florida - Washington County","county"
1313334016,"Georgia - Appling County","county"
878994496,"Georgia - Atkinson County","county"
669707904,"Georgia - Bacon County","county"
885630016,"Georgia - Baker County","county"
667811968,"Georgia - Baldwin County","county"
601112320,"Georgia - Banks County","county"
415198688,"Georgia - Barrow County","county"
1190214016,"Georgia - Bartow County","county"
647809216,"Georgia - Ben Hill County","county"
1170407936,"Georgia - Berrien County","county"
646879616,"Georgia - Bibb County","county"
559100224,"Georgia - Bleckley County","county"
1145713024,"Georgia - Brantley County","county"
1276982016,"Georgia - Brooks County","county"
1129148032,"Georgia - Bryan County","county"
1742567936,"Georgia - Bulloch County","county"
2141836032,"Georgia - Burke County","county"
477576096,"Georgia - Butts County","county"
726147328,"Georgia - Calhoun County","county"
1587728000,"Georgia - Camden County","county"
629480576,"Georgia - Candler County","county"
1292600064,"Georgia - Carroll County","county"
419990912,"Georgia - Catoosa County","county"
2003554048,"Georgia - Charlton County","county"
1104466048,"Georgia - Chatham County","county"
644223616,"Georgia - Chattahoochee County","county"
811541824,"Georgia - Chattooga County","county"
1092130048,"Georgia - Cherokee County","county"
308727488,"Georgia - Clarke County","county"
506035712,"Georgia - Clay County","county"
366664288,"Georgia - Clayton County","county"
2072567040,"Georgia - Clinch County","county"
879428416,"Georgia - Cobb County","county"
1489495040,"Georgia - Coffee County","county"
1409351040,"Georgia - Colquitt County","county"
751329088,"Georgia - Columbia County","county"
588345728,"Georgia - Cook County","county"
1141905024,"Georgia - Coweta County","county"
841456384,"Georgia - Crawford County","county"
705987968,"Georgia - Crisp County","county"
450609408,"Georgia - Dade County","county"
546046080,"Georgia - Dawson County","county"
1546584960,"Georgia - Decatur County","county"
693033984,"Georgia - DeKalb County","county"
1284349056,"Georgia - Dodge County","county"
1015120000,"Georgia - Dooly County","county"
851299520,"Georgia - Dougherty County","county"
518171008,"Georgia - Douglas County","county"
1327612032,"Georgia - Early County","county"
1074572032,"Georgia - Echols County","county"
1237235968,"Georgia - Effingham County","county"
909228672,"Georgia - Elbert County","county"
1762755968,"Georgia - Emanuel County","county"
473586496,"Georgia - Evans County","county"
1001608000,"Georgia - Fannin County","county"
503344096,"Georgia - Fayette County","county"
1320662016,"Georgia - Floyd County","county"
580210816,"Georgia - Forsyth County","county"
677273024,"Georgia - Franklin County","county"
1363976960,"Georgia - Fulton County","county"
1104733952,"Georgia - Gilmer County","county"
372284000,"Georgia - Glascock County","county"
1087154944,"Georgia - Glynn County","county"
921538880,"Georgia - Gordon County","county"
1177218944,"Georgia - Grady County","county"
1003452992,"Georgia - Greene County","county"
1114686976,"Georgia - Gwinnett County","county"
716752128,"Georgia - Habersham County","county"
1017299968,"Georgia - Hall County","county"
1222061056,"Georgia - Hancock County","county"
730803968,"Georgia - Haralson County","county"
1201414016,"Georgia - Harris County","county"
601897024,"Georgia - Hart County","county"
766714496,"Georgia - Heard County","county"
834304576,"Georgia - Henry County","county"
972645824,"Georgia - Houston County","county"
917743872,"Georgia - Irwin County","county"
879722880,"Georgia - Jackson County","county"
953542720,"Georgia - Jasper County","county"
856613120,"Georgia - Jeff Davis County","county"
1363588992,"Georgia - Jefferson County","county"
899449024,"Georgia - Jenkins County","county"
784793408,"Georgia - Johnson County","county"
1020281984,"Georgia - Jones County","county"
475262592,"Georgia - Lamar County","county"
479824384,"Georgia - Lanier County","county"
2090886016,"Georgia - Laurens County","county"
921475584,"Georgia - Lee County","county"
1268578944,"Georgia - Liberty County","county"
544880704,"Georgia - Lincoln County","county"
1036755008,"Georgia - Long County","county"
1284806016,"Georgia - Lowndes County","county"
732793088,"Georgia - Lumpkin County","county"
1037654016,"Georgia - Macon County","county"
731181824,"Georgia - Madison County","county"
947944192,"Georgia - Marion County","county"
666820480,"Georgia - McDuffie County","county"
1098929024,"Georgia - McIntosh County","county"
1298162048,"Georgia - Meriwether County","county"
731466816,"Georgia - Miller County","county"
1326292992,"Georgia - Mitchell County","county"
1024750976,"Georgia - Monroe County","county"
620362816,"Georgia - Montgomery County","county"
899630976,"Georgia - Morgan County","county"
892163584,"Georgia - Murray County","county"
560435520,"Georgia - Muscogee County","county"
704894528,"Georgia - Newton County","county"
477308192,"Georgia - Oconee County","county"
1137035008,"Georgia - Oglethorpe County","county"
808643200,"Georgia - Paulding County","county"
389190688,"Georgia - Peach County","county"
601025728,"Georgia - Pickens County","county"
819714880,"Georgia - Pierce County","county"
559659392,"Georgia - Pike County","county"
803754816,"Georgia - Polk County","county"
644987072,"Georgia - Pulaski County","county"
892610816,"Georgia - Putnam County","county"
391703104,"Georgia - Quitman County","county"
958276480,"Georgia - Rabun County","county"
1109127040,"Georgia - Randolph County","county"
840000000,"Georgia - Richmond County","county"
336161696,"Georgia - Rockdale County","county"
432283808,"Georgia - Schley County","county"
1670803968,"Georgia - Screven County","county"
609232768,"Georgia - Seminole County","county"
508851808,"Georgia - Spalding County","county"
463948096,"Georgia - Stephens County","county"
1188114048,"Georgia - Stewart County","county"
1250179968,"Georgia - Sumter County","county"
1013692032,"Georgia - Talbot County","county"
504031808,"Georgia - Taliaferro County","county"
1241648000,"Georgia - Tattnall County","county"
975612224,"Georgia - Taylor County","county"
1132610944,"Georgia - Telfair County","county"
868783616,"Georgia - Terrell County","county"
1410496000,"Georgia - Thomas County","county"
670585600,"Georgia - Tift County","county"
942767872,"Georgia - Toombs County","county"
431395488,"Georgia - Towns County","county"
516536608,"Georgia - Treutlen County","county"
1072224000,"Georgia - Troup County","county"
739164608,"Georgia - Turner County","county"
928246400,"Georgia - Twiggs County","county"
833785088,"Georgia - Union County","county"
837697216,"Georgia - Upson County","county"
1156116992,"Georgia - Walker County","county"
843508096,"Georgia - Walton County","county"
2311461888,"Georgia - Ware County","county"
736328576,"Georgia - Warren County","county"
1757182976,"Georgia - Washington County","county"
1662194048,"Georgia - Wayne County","county"
541613568,"Georgia - Webster County","county"
765301312,"Georgia - Wheeler County","county"
623374976,"Georgia - White County","county"
752297216,"Georgia - Whitfield County","county"
978250176,"Georgia - Wilcox County","county"
1215974016,"Georgia - Wilkes County","county"
1158521984,"Georgia - Wilkinson County","county"
1478110976,"Georgia - Worth County","county"
2726158080,"Idaho - Ada County","county"
3530298880,"Idaho - Adams County","county"
2880035072,"Idaho - Bannock County","county"
2524680960,"Idaho - Bear Lake County","county"
2011428992,"Idaho - Benewah County","county"
5423377920,"Idaho - Bingham County","county"
6846856192,"Idaho - Blaine County","county"
4919000064,"Idaho - Boise County","county"
4492524032,"Idaho - Bonner County","county"
4833117184,"Idaho - Bonneville County","county"
3285555968,"Idaho - Boundary County","county"
5779991040,"Idaho - Butte County","county"
2782925056,"Idaho - Camas County","county"
1521282048,"Idaho - Canyon County","county"
4569116160,"Idaho - Caribou County","county"
6643529216,"Idaho - Cassia County","county"
4569219072,"Idaho - Clark County","county"
6364310016,"Idaho - Clearwater County","county"
12745180160,"Idaho - Custer County","county"
7963532800,"Idaho - Elmore County","county"
1718832000,"Idaho - Franklin County","county"
4826507776,"Idaho - Fremont County","county"
1452724992,"Idaho - Gem County","county"
1888030976,"Idaho - Gooding County","county"
21956239360,"Idaho - Idaho County","county"
2832154880,"Idaho - Jefferson County","county"
1546701056,"Idaho - Jerome County","county"
3222267904,"Idaho - Kootenai County","county"
2786816000,"Idaho - Latah County","county"
11819119616,"Idaho - Lemhi County","county"
1240073984,"Idaho - Lewis County","county"
3111624960,"Idaho - Lincoln County","county"
1215238016,"Idaho - Madison County","county"
1962151936,"Idaho - Minidoka County","county"
2196548096,"Idaho - Nez Perce County","county"
3108143104,"Idaho - Oneida County","county"
19853580288,"Idaho - Owyhee County","county"
1053779968,"Idaho - Payette County","county"
3636974080,"Idaho - Power County","county"
6810800128,"Idaho - Shoshone County","county"
1164083968,"Idaho - Teton County","county"
4975918080,"Idaho - Twin Falls County","county"
9491050496,"Idaho - Valley County","county"
3763205120,"Idaho - Washington County","county"
2214962944,"Illinois - Adams County","county"
609965888,"Illinois - Alexander County","county"
984918720,"Illinois - Bond County","county"
727059776,"Illinois - Boone County","county"
791518272,"Illinois - Brown County","county"
2250779904,"Illinois - Bureau County","county"
657402816,"Illinois - Calhoun County","county"
1152045056,"Illinois - Carroll County","county"
973365120,"Illinois - Cass County","county"
2580315904,"Illinois - Champaign County","county"
1837278976,"Illinois - Christian County","county"
1298665984,"Illinois - Clark County","county"
1212931968,"Illinois - Clay County","county"
1227874944,"Illinois - Clinton County","county"
1316466048,"Illinois - Coles County","county"
2448382976,"Illinois - Cook County","county"
1148994048,"Illinois - Crawford County","county"
896198592,"Illinois - Cumberland County","county"
1029555008,"Illinois - De Witt County","county"
1635076992,"Illinois - DeKalb County","county"
1079155968,"Illinois - Douglas County","county"
848218368,"Illinois - DuPage County","county"
1614531968,"Illinois - Edgar County","county"
576054208,"Illinois - Edwards County","county"
1240028032,"Illinois - Effingham County","county"
1855680000,"Illinois - Fayette County","county"
1257737984,"Illinois - Ford County","county"
1059017984,"Illinois - Franklin County","county"
2241880064,"Illinois - Fulton County","county"
836750400,"Illinois - Gallatin County","county"
1406413952,"Illinois - Greene County","county"
1082726016,"Illinois - Grundy County","county"
1125777024,"Illinois - Hamilton County","county"
2055741056,"Illinois - Hancock County","county"
459794304,"Illinois - Hardin County","county"
981273728,"Illinois - Henderson County","county"
2131522048,"Illinois - Henry County","county"
2893836032,"Illinois - Iroquois County","county"
1512764032,"Illinois - Jackson County","county"
1280774016,"Illinois - Jasper County","county"
1479320064,"Illinois - Jefferson County","county"
956408128,"Illinois - Jersey County","county"
1556808960,"Illinois - Jo Daviess County","county"
890735680,"Illinois - Johnson County","county"
1346942976,"Illinois - Kane County","county"
1752270976,"Illinois - Kankakee County","county"
829664768,"Illinois - Kendall County","county"
1855453952,"Illinois - Knox County","county"
1149100032,"Illinois - Lake County","county"
2939958016,"Illinois - LaSalle County","county"
963936896,"Illinois - Lawrence County","county"
1877473024,"Illinois - Lee County","county"
2704687104,"Illinois - Livingston County","county"
1600765056,"Illinois - Logan County","county"
1503976960,"Illinois - Macon County","county"
2234917120,"Illinois - Macoupin County","county"
1853347968,"Illinois - Madison County","county"
1482413952,"Illinois - Marion County","county"
1001779008,"Illinois - Marshall County","county"
1396619008,"Illinois - Mason County","county"
614390592,"Illinois - Massac County","county"
1526557952,"Illinois - McDonough County","county"
1562205952,"Illinois - McHenry County","county"
3064933888,"Illinois - McLean County","county"
814388288,"Illinois - Menard County","county"
1453506944,"Illinois - Mercer County","county"
997173376,"Illinois - Monroe County","county"
1822540032,"Illinois - Montgomery County","county"
1473160960,"Illinois - Morgan County","county"
870089024,"Illinois - Moultrie County","county"
1964697984,"Illinois - Ogle County","county"
1603745024,"Illinois - Peoria County","county"
1144155008,"Illinois - Perry County","county"
1137528960,"Illinois - Piatt County","county"
2153267968,"Illinois - Pike County","county"
955110080,"Illinois - Pope County","county"
515886400,"Illinois - Pulaski County","county"
414813792,"Illinois - Putnam County","county"
1490537984,"Illinois - Randolph County","county"
932370880,"Illinois - Richland County","county"
1107572992,"Illinois - Rock Island County","county"
983725568,"Illinois - Saline County","county"
2248891904,"Illinois - Sangamon County","county"
1132530944,"Illinois - Schuyler County","county"
649861184,"Illinois - Scott County","county"
1964564992,"Illinois - Shelby County","county"
1703587968,"Illinois - St. Clair County","county"
746121728,"Illinois - Stark County","county"
1462108032,"Illinois - Stephenson County","county"
1680834944,"Illinois - Tazewell County","county"
1070854016,"Illinois - Union County","county"
2326764032,"Illinois - Vermilion County","county"
578219008,"Illinois - Wabash County","county"
1404824064,"Illinois - Warren County","county"
1457054976,"Illinois - Washington County","county"
1848770048,"Illinois - Wayne County","county"
1281438976,"Illinois - White County","county"
1772199040,"Illinois - Whiteside County","county"
2167580928,"Illinois - Will County","county"
1088182016,"Illinois - Williamson County","county"
1329602048,"Illinois - Winnebago County","county"
1366994048,"Illinois - Woodford County","county"
878079104,"Indiana - Adams County","county"
1702419968,"Indiana - Allen County","county"
1053886016,"Indiana - Bartholomew County","county"
1052616000,"Indiana - Benton County","county"
427554688,"Indiana - Blackford County","county"
1095339008,"Indiana - Boone County","county"
808026816,"Indiana - Brown County","county"
964055872,"Indiana - Carroll County","county"
1067475968,"Indiana - Cass County","county"
965691072,"Indiana - Clark County","county"
926029184,"Indiana - Clay County","county"
1049126016,"Indiana - Clinton County","county"
791610880,"Indiana - Crawford County","county"
1112365952,"Indiana - Daviess County","county"
